userid,ATMS_1,ATMS_2,ATMS_3,ATMS_4,ATMS_5,ATMS_6,ATMS_7,ATMS_8,max_TMS_1,max_TMS_2,max_TMS_3,max_TMS_4,max_TMS_5,max_TMS_6,max_TMS_7,max_TMS_8,min_TMS_1,min_TMS_2,min_TMS_3,min_TMS_4,min_TMS_5,min_TMS_6,min_TMS_7,min_TMS_8,length_1,length_2,length_3,length_4,length_5,length_6,length_7,length_8,accel_x_1,accel_x_2,accel_x_3,accel_x_4,accel_x_5,accel_x_6,accel_x_7,accel_x_8,accel_y_1,accel_y_2,accel_y_3,accel_y_4,accel_y_5,accel_y_6,accel_y_7,accel_y_8,accel_z_1,accel_z_2,accel_z_3,accel_z_4,accel_z_5,accel_z_6,accel_z_7,accel_z_8,max_accel_x_1,max_accel_x_2,max_accel_x_3,max_accel_x_4,max_accel_x_5,max_accel_x_6,max_accel_x_7,max_accel_x_8,min_accel_x_1,min_accel_x_2,min_accel_x_3,min_accel_x_4,min_accel_x_5,min_accel_x_6,min_accel_x_7,min_accel_x_8,max_accel_y_1,max_accel_y_2,max_accel_y_3,max_accel_y_4,max_accel_y_5,max_accel_y_6,max_accel_y_7,max_accel_y_8,min_accel_y_1,min_accel_y_2,min_accel_y_3,min_accel_y_4,min_accel_y_5,min_accel_y_6,min_accel_y_7,min_accel_y_8,max_accel_z_1,max_accel_z_2,max_accel_z_3,max_accel_z_4,max_accel_z_5,max_accel_z_6,max_accel_z_7,max_accel_z_8,min_accel_z_1,min_accel_z_2,min_accel_z_3,min_accel_z_4,min_accel_z_5,min_accel_z_6,min_accel_z_7,min_accel_z_8,total_accel_1,total_accel_2,total_accel_3,total_accel_4,total_accel_5,total_accel_6,total_accel_7,total_accel_8,gyro_x_1,gyro_x_2,gyro_x_3,gyro_x_4,gyro_x_5,gyro_x_6,gyro_x_7,gyro_x_8,gyro_y_1,gyro_y_2,gyro_y_3,gyro_y_4,gyro_y_5,gyro_y_6,gyro_y_7,gyro_y_8,gyro_z_1,gyro_z_2,gyro_z_3,gyro_z_4,gyro_z_5,gyro_z_6,gyro_z_7,gyro_z_8,max_gyro_x_1,max_gyro_x_2,max_gyro_x_3,max_gyro_x_4,max_gyro_x_5,max_gyro_x_6,max_gyro_x_7,max_gyro_x_8,min_gyro_x_1,min_gyro_x_2,min_gyro_x_3,min_gyro_x_4,min_gyro_x_5,min_gyro_x_6,min_gyro_x_7,min_gyro_x_8,max_gyro_y_1,max_gyro_y_2,max_gyro_y_3,max_gyro_y_4,max_gyro_y_5,max_gyro_y_6,max_gyro_y_7,max_gyro_y_8,min_gyro_y_1,min_gyro_y_2,min_gyro_y_3,min_gyro_y_4,min_gyro_y_5,min_gyro_y_6,min_gyro_y_7,min_gyro_y_8,max_gyro_z_1,max_gyro_z_2,max_gyro_z_3,max_gyro_z_4,max_gyro_z_5,max_gyro_z_6,max_gyro_z_7,max_gyro_z_8,min_gyro_z_1,min_gyro_z_2,min_gyro_z_3,min_gyro_z_4,min_gyro_z_5,min_gyro_z_6,min_gyro_z_7,min_gyro_z_8,total_gyro_1,total_gyro_2,total_gyro_3,total_gyro_4,total_gyro_5,total_gyro_6,total_gyro_7,total_gyro_8
GK0PicWJ35aIJhNgnFVNNv8ai2s1,1.10372318069283e-06,1.53895424613662e-06,4.1150721840596e-07,1.48037039532337e-06,1.3879382117098e-06,1.03118132653075e-06,6.8488032074423e-07,1.33870908654301e-06,1.90305777795894e-06,2.54884413218153e-06,5.7176941416604e-07,2.33043945694798e-06,3.40165400944893e-06,3.12144312789646e-06,2.92065596113998e-06,3.38902372822172e-06,2.575757575757e-08,1.079039204819e-07,1.25e-07,6.050006280989e-08,5.253438485121e-08,1.2955510777873e-07,1.1875e-07,5.50090901579e-08,206.312868,478.425509,34.850955,439.993955,312.208278,529.917463,201.773099,214.923518,-0.32345,-0.278494,-0.315262,-0.72899,-0.21725,-0.279642,-0.118292,-0.370433,6.494333,6.528553,7.077225,6.88027,7.070263,6.757194,6.199315,6.039867,7.42285,7.279369,6.916725,6.74434,6.415588,7.09716,7.712088,7.644217,0.37605,0.44295,-0.11205,-0.255,0.759,0.74895,0.27105,0.43305,-0.97395,-1.06905,-0.76305,-1.27995,-0.792,-1.06005,-0.43695,-0.849,6.93405,7.59495,7.35495,7.34595,7.85295,7.68105,6.50295,6.59895,6.05295,5.90895,6.627,6.25395,5.89905,5.85195,5.84205,5.61195,7.85295,7.95795,7.278,7.90995,8.571,9.261,8.09205,7.95795,6.85695,6.19605,6.60795,5.94705,4.46295,4.30905,7.077,7.45095,9.889924,9.819182,9.909706,9.683184,9.644661,9.900276,9.903497,9.763268,-0.248921,-0.160488,0.148019,0.060408,0.331227,0.384252,-0.168311,-0.266078,-0.494893,-0.020926,0.198688,0.015281,0.173216,-0.118305,-0.434807,-0.684704,-0.537762,0.141006,0.116221,-0.119075,-0.149222,-0.21654,-0.481641,-0.587644,0.089788,0.184937,0.219175,0.336737,1.47648,1.79272,0.156062,-0.001512,-0.950125,-0.908875,0.104775,-0.418413,-0.297962,-0.3311,-0.498437,-0.44495,-0.126088,0.908325,1.00609,1.12736,2.49865,2.37779,-0.139975,-0.110963,-1.42931,-1.7171,-0.685713,-1.39851,-2.02592,-2.002,-0.728337,-1.93889,-0.114262,1.02272,1.01447,1.00306,1.96432,1.94439,-0.121825,-0.073012,-1.57823,-1.9481,-0.893613,-1.3486,-2.16879,-1.90451,-0.810013,-2.19271,0.812736,1.04018,1.205918,1.455635,1.53277,1.390747,0.747423,1.008088
GK0PicWJ35aIJhNgnFVNNv8ai2s1,8.3255262533548e-07,2.01674743502622e-06,3.5596385481451e-07,1.37463762096694e-06,8.2707194261203e-07,1.46976165448154e-06,6.9198201354086e-07,1.80466780163311e-06,1.65025466311263e-06,4.01662806709618e-06,5.6814613547044e-07,2.98668533871582e-06,2.42235294117647e-06,3.54776448097954e-06,2.36298580183081e-06,3.10355040018769e-06,2.666666666667e-08,1.8942433350814e-07,1.1815494182546e-07,2.911391419923e-08,2.942194707237e-08,5.654908759616e-08,3.042424242424e-08,2.7772683300615e-07,166.19308,551.018435,28.319226,356.939497,219.930439,731.484424,145.560353,260.836571,-0.264795,-0.455711,-0.1455,-0.129162,-0.85113,-0.628122,-0.235282,-0.276107,5.931,6.084225,6.593475,6.781304,6.45428,6.762168,6.081368,5.943429,7.937295,7.78455,6.9,6.678692,7.43161,6.85497,7.630827,7.937721,-0.08295,-0.045,0.18405,0.70095,0.63405,1.08495,0.19395,0.37605,-0.38895,-1.17495,-0.6,-1.242,-2.02695,-1.47195,-0.56205,-0.696,6.35895,7.671,7.35495,7.623,7.518,7.575,6.225,6.168,5.421,5.172,5.74605,6.09105,5.34405,6.024,5.81295,5.68905,8.466,8.562,8.19795,7.719,8.973,8.322,8.274,8.37,7.39305,5.76495,5.74605,5.823,5.90895,5.20995,7.33605,7.518,9.920715,9.968364,9.604028,9.559959,9.972451,9.719596,9.764404,9.931548,-0.08888,-0.128091,-0.011207,0.227541,-0.13123,0.443366,-0.105813,-0.013887,0.090241,0.512178,0.010553,0.17013,0.409613,-0.272118,0.064463,-0.030859,-0.093307,0.720892,0.104156,0.215705,-0.10627,-0.547184,-0.0427,0.041132,0.396275,0.696163,0.4807,0.567463,1.10426,1.88884,0.107525,0.098862,-0.65065,-1.58304,-1.12544,-0.388162,-1.23461,-0.505313,-0.595788,-0.1738,0.249288,0.901312,0.945037,3.27649,2.63574,2.95996,0.169125,-0.00825,-0.0803,-0.213813,-0.420063,-1.1341,-1.81225,-1.87206,-0.021175,-0.050462,0.106563,1.1869,1.09546,2.42701,1.02341,1.37321,0.089925,0.159362,-0.251487,-0.18865,-0.331375,-1.20546,-2.54774,-2.68648,-0.195937,-0.096938,0.330858,1.281876,0.932453,1.469749,1.617695,1.353291,0.264656,0.121324
GK0PicWJ35aIJhNgnFVNNv8ai2s1,8.9338021858113e-07,2.21120413217615e-06,1.16693989641057e-06,1.41912257471995e-06,1.29990391463039e-06,1.05436243670921e-06,6.9809264083405e-07,1.33983016826711e-06,1.76764705882353e-06,3.95431612335941e-06,2.42760056878792e-06,2.50358204555463e-06,3.47628923308048e-06,3.82732833568853e-06,2.67746815540042e-06,2.83034931589725e-06,2.6242424242424e-07,1.8996878727414e-07,2.6017710314322e-07,2.048349362382e-08,1.095781568059e-07,2.539120616524e-08,3.930381817911e-08,2.6944209949951e-07,180.538883,485.975785,174.858361,255.698096,221.882513,647.501533,203.611966,188.607961,-0.218085,-0.427091,-0.478286,-0.740317,-0.990795,-0.714134,-0.161711,-0.407738,6.002895,6.445268,6.643864,6.983767,7.18401,6.591719,6.273632,5.799862,7.92192,7.309732,7.071557,6.695083,6.137595,7.178969,7.475989,8.006006,0.07905,0.309,0.02205,-0.09195,-0.34095,0.366,0.32805,0.165,-0.61905,-1.31805,-1.38495,-1.30905,-1.51905,-2.31405,-0.705,-1.16505,6.273,7.29795,7.221,7.75695,7.566,7.623,7.60395,6.273,5.60295,5.70795,6.29205,6.31095,6.43605,5.61195,5.75595,5.46795,8.17905,8.14005,7.66095,7.15395,6.91395,9.04995,8.15895,8.274,7.44105,6.21495,5.93805,6.00495,5.37195,5.19105,6.25395,7.479,9.948812,9.801877,9.757145,9.725023,9.52259,9.874129,9.796618,9.911506,-0.401473,-0.056775,0.233396,0.228097,0.38148,0.282113,-0.038058,-0.210375,0.134104,0.42935,0.476241,0.952384,0.388617,-0.030175,0.180037,-0.230141,0.277901,0.58585,0.424089,0.863012,-0.085318,-0.340398,-0.084563,-0.236586,0.015812,0.211475,0.352412,0.5423,1.24671,1.99224,0.6611,-0.053075,-0.965113,-0.7612,0.143825,-0.2794,-0.114675,-0.6589,-0.432575,-0.494312,0.677875,1.03139,1.25373,2.90372,1.81527,2.60205,2.47624,0.531712,-0.996737,-0.236775,-0.0946,-0.580662,-1.41116,-2.09825,-0.482075,-0.581487,0.629475,1.1847,1.35589,2.31289,1.22238,1.76192,1.54797,0.47465,-0.240488,0.095012,-0.17105,-0.73095,-1.75436,-2.10072,-0.567325,-0.574063,0.769783,0.833658,0.836665,1.736317,1.72008,1.551219,0.836428,0.703798
GK0PicWJ35aIJhNgnFVNNv8ai2s1,1.05525952588663e-06,2.13849423980672e-06,1.02930164987441e-06,1.29837668016297e-06,6.6921466257696e-07,1.88394181603727e-06,6.4907086074684e-07,2.13296159742226e-06,1.65148982929051e-06,3.5340765789135e-06,2.34239907775049e-06,2.58999359707205e-06,2.53449305828602e-06,4.04520341007795e-06,1.62749258950886e-06,3.66243653741946e-06,3.7970549619518e-07,6.247129735784e-08,1.145e-07,1.4045644234635e-07,5.818181818182e-08,2.0450907544096e-07,4.719293222043e-08,6.5013352102143e-07,207.163179,514.44825,143.908016,237.149397,184.530383,700.941785,227.173979,188.649931,-0.815505,-0.442162,-0.295106,-0.586725,-0.7068,-0.517833,-0.6648,-0.58482,6.481785,7.062338,6.800756,7.258256,7.51999,7.226442,6.599878,6.28239,7.2678,6.830662,7.232888,6.377869,5.96812,6.342442,7.361616,7.59822,-0.495,0.34695,0.27105,0.22305,0.45195,0.52905,-0.159,-0.246,-1.10805,-1.35705,-0.98295,-0.93495,-1.749,-1.97895,-1.29,-0.81105,6.80895,8.08305,7.077,7.72905,8.74395,8.457,8.10195,6.39705,6.072,6.40695,6.63705,6.50295,6.35895,6.321,6.04305,6.129,7.41195,7.74795,7.45095,7.66095,8.40795,8.217,8.24595,8.03505,7.05795,5.976,6.69405,5.784,4.635,4.539,6.38805,7.38405,9.776997,9.886662,9.943623,9.717079,9.702616,9.693222,9.939557,9.880353,-0.22462,-0.316365,-0.183803,-0.014386,0.533033,0.328801,-0.057045,-0.159885,-0.00638,0.743108,-0.284952,0.239834,-0.009818,-0.703251,-0.200011,-0.391875,0.004029,0.774882,-0.283112,0.162061,-0.172883,-0.663522,-0.311119,-0.416487,-0.040012,-0.06325,0.0473,0.2541,1.68355,1.85047,0.811113,-0.049638,-0.400263,-0.796675,-0.79915,-0.664813,-0.641712,-0.706887,-0.25245,-0.325188,0.087312,1.44444,-0.092125,1.31134,1.38737,0.5929,1.13121,-0.162663,-0.147262,0.089925,-0.556737,-1.18278,-1.92638,-1.9965,-0.5555,-0.558113,0.121963,1.36414,-0.111787,1.02039,1.16628,0.606925,0.341137,-0.201575,-0.168025,0.0209,-0.532812,-1.1473,-1.95099,-2.05095,-0.4983,-0.585338,0.254959,1.237442,0.52362,1.259929,1.851185,1.543628,0.554109,0.631745
GK0PicWJ35aIJhNgnFVNNv8ai2s1,9.9146046274418e-07,1.98025838514594e-06,4.8701018703723e-07,1.61706807389224e-06,1.55752643928514e-06,1.33828508700582e-06,1.01693992524582e-06,1.21965436558704e-06,1.69587732243036e-06,3.20917142729559e-06,2.17987071362615e-06,2.50566083085189e-06,3.53986420334524e-06,3.10236656253543e-06,2.71708343245221e-06,2.53078477714627e-06,2.763636363636e-08,3.7454186085981e-07,4.88888888889e-09,5.5611819771249e-07,3.719298245614e-08,8.277413299712e-08,4.617910447761e-08,2.9111048569039e-07,165.008361,502.402858,55.22079,429.852004,208.86272,661.476239,189.467085,239.9522,-0.572494,-0.708992,-0.598325,-0.675219,-0.703125,-0.835383,-0.42445,-0.790718,6.462131,6.634604,6.726175,7.079712,7.432875,7.037876,6.253783,6.199705,7.470994,7.242219,6.61285,6.506308,5.971012,6.447163,7.704017,7.554273,-0.255,-0.303,-0.351,-0.294,0.108,0.48105,0.09795,-0.22695,-0.945,-1.33695,-1.01205,-0.993,-1.16505,-2.142,-0.83895,-1.452,6.83805,7.671,7.55595,7.64205,7.90095,7.99695,6.378,6.79005,6.06195,5.775,6.072,6.53205,7.05795,5.40105,6.10095,5.96595,7.70895,8.217,7.44105,7.38405,7.54605,9.73995,7.93005,7.93005,7.23,5.583,5.46795,5.37195,4.14705,4.36695,7.173,7.25895,9.899979,9.916161,9.505029,9.67283,9.647153,9.7808,9.937658,9.815788,-0.352309,-0.338715,-0.205288,0.217165,0.553712,0.619438,-0.112215,-0.158425,-0.127686,0.731468,-0.135755,-0.085799,-0.483672,-0.160414,-0.144039,-0.207487,-0.163711,0.736724,-0.17357,-0.095922,-0.496341,-0.401345,-0.327372,-0.217062,-0.126638,0.034512,0.658763,0.658763,1.57492,2.35964,0.034375,-0.030388,-0.94985,-1.60792,-1.00554,-0.096112,-0.3619,-0.551238,-0.234437,-0.273625,0.092538,1.25881,1.21949,1.09546,0.77385,1.81624,-0.03025,-0.130625,-0.289988,0.173387,-1.34997,-1.81418,-2.05892,-1.90602,-0.192088,-0.23925,0.068475,1.06342,1.02933,0.997975,0.688325,1.02671,-0.145337,-0.05005,-0.313225,0.260287,-1.16174,-1.57438,-1.95896,-2.31811,-0.557975,-0.392013,0.460156,1.212581,1.414497,1.45232,1.763021,1.591691,0.417552,0.363799
GK0PicWJ35aIJhNgnFVNNv8ai2s1,8.8986747484925e-07,1.94349006834441e-06,1.07634556204318e-06,7.5484731882614e-07,1.06963664770501e-06,1.53847543217057e-06,9.1156054493024e-07,1.49834523107094e-06,1.45679482297611e-06,3.73683653183077e-06,2.62705641579406e-06,1.62383543486748e-06,2.71558853791705e-06,4.21448124031891e-06,2.07016247293778e-06,2.29971922537751e-06,1.7117647058823e-07,1.228548669736e-07,5.90062030168e-08,8.095470560666e-08,5.48062277807e-08,1.6634312476399e-07,3.4035449156841e-07,2.2819400497439e-07,58.216724,502.186637,275.102527,142.542925,230.615192,605.951424,225.236907,318.23254,-0.698475,-0.073604,-0.331315,-0.525767,-0.700214,-0.2889,-0.647146,-0.629715,6.193762,6.753231,6.604442,6.778433,7.343823,6.940012,6.094685,6.07281,7.802738,7.288708,6.905631,6.867567,6.377264,6.640995,7.736608,7.65381,-0.37995,0.807,0.59595,0.23205,0.759,1.39095,-0.27405,-0.21705,-0.97395,-1.06005,-0.88695,-1.26105,-1.30905,-1.13595,-0.97395,-0.993,6.33,7.566,7.44105,7.212,8.14995,7.93005,6.474,6.33,5.89905,5.96595,6.25395,6.225,6.25395,6.14805,5.78505,5.78505,8.05395,7.94895,7.73805,7.53705,8.30295,8.667,8.29395,8.37,7.566,5.727,5.64105,6.024,5.36295,4.788,7.25895,7.077,9.992388,9.977862,9.59317,9.693779,9.822301,9.708009,9.877999,9.797636,-0.159741,0.010037,-0.005902,0.039126,0.540525,0.272538,-0.064805,-0.307202,-0.141247,0.152414,-0.90238,0.446768,0.070725,-0.383714,-0.23614,-0.172109,-0.235125,0.527313,-0.97701,0.472846,-0.20885,-0.555122,-0.247151,-0.261704,-0.090612,0.260837,0.276375,0.41745,1.86491,1.54935,0.084425,-0.082638,-0.21945,-0.338663,-0.748825,-0.76065,-0.6193,-0.552475,-0.2629,-0.484412,-0.085662,1.03978,1.02451,1.05999,2.65774,0.5819,-0.000825,-0.002062,-0.188513,-0.708812,-2.24537,-1.52364,-1.77196,-1.91922,-0.405075,-0.395588,-0.216837,1.07773,1.02974,1.11127,1.43385,0.603487,-0.088825,-0.055962,-0.266475,-0.535425,-2.48517,-1.59789,-1.94164,-2.19684,-0.41855,-0.446325,0.323052,0.908711,1.813697,1.580102,1.711225,1.230052,0.365488,0.494619
GK0PicWJ35aIJhNgnFVNNv8ai2s1,4.1923090174687e-07,1.98679066565245e-06,1.80958165614041e-06,1.15727832632482e-06,3.314337826244e-07,1.76108334928992e-06,1.06754419145885e-06,1.80508799064578e-06,6.5800605796476e-07,3.10309383287714e-06,3.48801910563144e-06,2.29729547596871e-06,9.4407075016382e-07,4.40863528345225e-06,1.97035010150422e-06,3.32062197711196e-06,1.2868132847278e-07,6.155260500897e-08,1.515151515152e-08,3.4773856166155e-07,3.508474576271e-08,1.6995519458401e-07,1.3191666666666e-07,3.3498018843449e-07,36.851372,479.976379,246.351826,248.006484,49.935968,706.668547,333.741084,280.620523,0.198712,0.001312,-0.693429,-0.027655,0.059119,0.129285,-0.5172,-0.578362,6.828488,6.80535,6.963857,7.180909,7.413619,7.293458,6.41849,6.537487,7.163287,7.108338,6.653293,6.562732,5.59875,6.55134,7.44105,6.908513,0.59595,1.22805,0.38505,0.663,0.59595,1.34295,0.51,-0.38895,-0.81105,-0.86805,-1.251,-0.897,-0.51405,-1.05,-1.203,-0.906,7.10595,7.824,7.74795,7.52805,7.80495,8.73405,6.74205,7.19205,6.53205,6.43605,6.55995,6.50295,6.33,6.168,6.13905,6.25395,7.479,8.33205,8.10195,8.169,7.75695,8.94495,8.39895,7.38405,6.74205,5.65995,5.75595,5.44905,4.41495,4.22295,6.225,6.50295,9.916109,9.900829,9.69772,9.761087,9.352461,9.942033,9.863599,9.538159,-0.614075,-0.216196,0.298041,0.503775,0.488091,0.25687,-0.195039,-0.474633,-0.742605,0.500764,-1.011076,0.272362,-0.244681,-0.913681,-0.565208,-0.001753,-0.762024,0.396173,-1.051933,0.5807,-0.214946,-0.893839,-0.557342,-0.049345,-0.479463,0.005225,0.454025,0.745525,1.56173,1.62662,0.113712,0.13915,-0.696163,-0.45815,-0.035888,-0.029425,-0.611875,-0.509987,-0.685713,-0.76945,0.096938,1.28755,1.27834,1.00842,1.15706,0.085662,-0.124437,0.294525,-1.52419,-0.368912,-1.81019,-1.85501,-2.02469,-2.26985,-1.82903,-0.627137,0.02915,1.05463,1.04459,1.11843,1.19928,0.012788,0.065175,0.301125,-1.52996,-0.702762,-1.68767,-1.61604,-2.1648,-2.44901,-1.90465,-0.89485,1.349477,0.942342,1.960001,1.417889,1.543456,1.486462,0.865921,0.781075
GK0PicWJ35aIJhNgnFVNNv8ai2s1,1.0059280943716e-06,1.80765197673601e-06,2.22522261008253e-06,1.17010636203372e-06,7.3929827077895e-07,1.61569766059089e-06,1.07464128127584e-06,9.0909123301179e-07,1.45336305039381e-06,3.91303233249564e-06,2.65856356095024e-06,2.41188496855935e-06,2.36315467119696e-06,4.20941173146557e-06,2.90343185614069e-06,2.848209316834e-06,1.5613215279035e-07,2.066773698151e-08,9.6213560486312e-07,9.093185402336e-08,4.248195344119e-08,2.7214772240917e-07,2.0875459508441e-07,1.9630430617497e-07,172.734173,504.848107,165.013761,317.968789,88.948417,733.504067,297.241375,123.734465,-0.41325,-0.590143,-0.34875,-0.162773,-1.051564,-0.689217,-0.203296,-0.141637,6.590344,6.157275,7.010288,7.012765,6.82845,6.569843,6.345981,6.367519,7.287994,8.009496,6.50025,6.562327,6.793993,7.099748,7.486004,7.278525,-0.054,0.42405,0.33795,0.567,-0.16905,0.04095,0.07905,0.03105,-0.78195,-2.046,-0.68595,-0.897,-1.998,-2.51505,-0.657,-0.31305,7.09695,7.24005,7.13505,7.34595,7.27905,7.23105,6.68505,6.49305,5.60295,4.96995,6.828,6.34005,5.478,5.36295,6.00495,6.19605,7.815,8.88705,7.00995,7.89105,8.016,9.117,7.815,7.68105,6.74205,6.84705,6.29205,6.00495,5.54505,5.29605,6.732,6.85695,9.855856,10.19713,9.577684,9.632529,9.768374,9.79876,9.825191,9.674756,-0.183305,-0.326287,0.040631,0.127039,0.689367,0.226641,-0.181468,-0.317298,0.512634,0.62038,-0.445466,0.17307,0.500816,-0.239453,-0.220032,-0.134595,0.555173,0.632814,-0.8162,0.025554,0.155533,-0.601246,-0.242719,-0.172906,0.030662,0.3916,0.126638,0.454713,1.41309,1.78516,0.034375,-0.09735,-0.92785,-1.51896,0.008112,-0.50545,-0.782512,-0.7128,-0.370562,-0.468462,0.8184,2.3628,-0.195937,0.889763,2.21018,1.28645,-0.006738,0.2145,-0.347187,0.068612,-0.66715,-1.23475,-1.14496,-1.36936,-0.405625,-0.440138,0.930737,1.66361,-0.432712,1.00402,1.70074,0.6369,-0.107662,0.238562,-0.739338,-0.4433,-1.06659,-1.35121,-1.69469,-2.23245,-0.41855,-0.46585,1.01937,1.270449,0.935034,1.115726,1.75637,1.265467,0.389728,0.491622
GK0PicWJ35aIJhNgnFVNNv8ai2s1,1.42516345209045e-06,1.90847574794756e-06,1.48015572252278e-06,1.22033914116435e-06,1.73875277045575e-06,1.36679637565368e-06,9.4232912020129e-07,1.35426166181322e-06,2.05336293409137e-06,4.11441388026594e-06,2.78308115330515e-06,2.3138621296476e-06,4.65709614627237e-06,3.76868871351524e-06,2.92406109261698e-06,1.74776323786723e-06,2.4284708569643e-07,2.978585623805e-08,1.9837552181721e-07,6.157610968509e-08,4.1273558150316e-07,6.78105441372e-09,1.2776523254989e-07,3.8269462030945e-07,151.265439,523.454352,204.974221,199.696813,506.311042,359.042252,301.865467,141.212813,-0.71502,-0.434689,-0.940175,-0.558375,-0.475725,-0.595779,-0.815578,-1.120325,6.29196,6.526779,6.531675,6.968494,7.240221,6.464432,5.964816,6.004625,7.35099,7.374771,7.06115,7.0389,6.171493,7.457496,7.739738,7.691525,-0.27405,0.76905,-0.447,0.49995,0.567,-0.21705,-0.15,-0.97395,-1.443,-1.43295,-1.31805,-1.404,-1.797,-1.002,-1.71105,-1.347,6.51195,7.63305,7.13505,7.50795,7.662,7.58505,6.522,6.60795,6.00495,6.00495,6.25395,6.426,6.35895,5.679,5.49705,5.76495,7.65195,8.17905,7.90095,7.719,8.39895,9.33705,8.667,8.121,7.116,6.64605,6.60795,6.531,4.692,5.99505,6.627,7.29705,9.711992,9.903697,9.678418,9.959477,9.600199,9.951764,9.825379,9.82977,-0.285808,-0.089699,0.338617,0.337493,0.475643,0.099708,-0.201395,-0.343773,-0.029782,0.339055,-0.471419,0.559144,-0.336679,-0.392356,-0.296588,-0.098358,-0.153973,0.501197,-0.41658,0.648295,-0.287699,-0.673995,-0.403503,-0.123864,-0.091988,0.113987,0.522088,1.42766,1.39604,1.25703,0.138875,-0.094875,-0.462687,-0.296037,0.033825,0.008388,-0.578462,-0.714037,-0.577775,-0.513838,0.209963,0.890725,0.899387,0.879587,0.714725,0.070812,-0.03465,0.201988,-0.507375,-0.2937,-1.05779,-0.472587,-1.12668,-1.22155,-0.8261,-0.4796,0.06875,1.05201,1.05036,1.15775,1.16504,0.019388,-0.039188,0.148913,-0.637863,-0.4719,-0.94435,-0.521675,-1.53656,-1.84965,-1.00939,-0.528825,0.425805,0.824841,1.155117,1.241628,1.364953,1.097411,0.580057,0.528562
GK0PicWJ35aIJhNgnFVNNv8ai2s1,9.0230906568016e-07,1.68138949193325e-06,1.08322684137058e-06,7.4148714089134e-07,1.60905729057644e-06,1.75023566767621e-06,1.04674591913516e-06,1.2043577476528e-06,1.52530350463442e-06,3.27179377645123e-06,2.08969279423755e-06,1.53647784892663e-06,4.05613087836452e-06,3.72198515324401e-06,3.22547451191133e-06,2.52558961836939e-06,3.4235294117648e-07,1.4908340242933e-07,3.3875e-08,2.2845405381801e-07,2.484519975e-08,9.433321652107e-08,1.372644254399e-08,1.6288090836995e-07,104.589829,531.484153,261.882254,128.612575,374.258018,539.129046,344.252259,164.918232,-0.498857,-0.206503,-0.191688,-0.165917,-0.394186,-0.890062,-0.367465,-0.402175,6.356293,6.573366,6.941837,7.013567,7.055618,6.887634,6.248171,6.0462,7.3317,7.141809,7.08925,7.246217,6.141273,6.667125,7.623706,7.758825,-0.207,0.69195,0.20295,0.33795,0.357,0.24195,-0.01605,-0.26505,-0.81105,-1.12695,-0.53295,-0.66705,-1.46205,-2.32395,-0.91605,-0.58095,6.68505,7.518,7.27905,7.461,7.815,7.77705,6.49305,6.19605,5.823,5.88,6.40695,6.618,6.21495,5.88,6.01395,5.84205,7.872,7.90095,7.776,7.93905,7.977,9.021,8.48505,7.90095,6.83805,6.426,6.072,6.081,4.242,4.09905,7.00095,7.53705,9.72858,9.74848,9.937331,10.102705,9.462138,9.781662,9.874606,9.846477,-0.367537,-0.242232,-0.05736,0.205899,0.3327,0.388867,-0.085056,-0.211269,-0.380364,0.332052,-0.012295,0.282439,-0.262063,-0.180659,-0.269039,-0.442544,-0.466322,0.407954,0.206502,0.344346,-0.546374,-0.583129,-0.287747,-0.623975,-0.185487,-0.019525,0.2805,0.7414,1.45434,1.89544,0.118662,-0.144238,-0.594688,-0.503663,-0.481525,-0.292875,-0.576125,-0.400813,-0.35475,-0.301262,-0.275137,1.45337,1.43756,1.12832,0.742225,1.672,0.026262,-0.395862,-0.471625,-1.45475,-0.860613,-0.558525,-1.68877,-1.53478,-0.410575,-0.487575,-0.251625,1.91991,1.95222,1.31684,0.559075,0.350488,-0.064075,-0.438625,-0.732875,-1.68465,-0.6501,-0.521812,-2.14142,-1.78461,-0.600875,-0.733975,0.74267,1.355441,1.36929,1.145426,1.441611,1.229858,0.445526,0.799463
